序号,shopid,itemid,标题,图片地址,图片地址列表,价格,划线价,折扣,详情,详情图片列表,规格,SKU列表,销量,评分,评分明细,店铺名,店铺地区,api地址,来源页面,详情页URL,详情状态,详情错误,采集时间,原始JSON
1,,3423773499,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Car%20Safety%20%26%20Security&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3423773499.html,pending,,,{}
2,,13752117925,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Car%20Safety%20%26%20Security&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i13752117925.html,pending,,,{}
3,,3443768672,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Car%20Safety%20%26%20Security&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3443768672.html,pending,,,{}
4,,3447400620,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Car%20Safety%20%26%20Security&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3447400620.html,pending,,,{}
