序号,shopid,itemid,标题,图片地址,图片地址列表,价格,划线价,折扣,详情,详情图片列表,规格,SKU列表,销量,评分,评分明细,店铺名,店铺地区,api地址,来源页面,详情页URL,详情状态,详情错误,采集时间,原始JSON
14,1704844,3259731071,FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES,https://laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png,"[""https://laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""https://laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""https://laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png""]",$17.00,,,"[{""type"": ""text"", ""text"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES For Seller Own Fleet (Home Delivery) Delivery Time : Mon to Fri 8am~4pm. Sat: 8am - 2pm No delivery on Sun & Public Holidays. Pease contact us via LAZADA Chat feature for delivery enquiries. <3 For Seller Store Pick Up (Self Collection) Place your order via W/A 97815590 Address : 31 Woodlands Close #08-29 Singapore 737855 Collection Time : Mon~Fri 930am - 6pm - To confirm collection time with us (one day in advance) as we need time to pack your order. - To show us your purchase via LAZADA app for verification and press \""Order Received\"" upon collection.""}, {""type"": ""image"", ""url"": ""https://sg-live-01.slatic.net/p/cd68306885339181a9d4280a03c4ef08.png""}]","[""https://sg-live-01.slatic.net/p/cd68306885339181a9d4280a03c4ef08.png""]",[],"[{""sku_id"": ""21955600064"", ""inner_sku_id"": ""3259731071_SGAMZ-21955600064"", ""item_id"": ""3259731071"", ""seller_id"": ""1162908889"", ""prop_path"": """", ""specs"": {}, ""price"": ""$17.00"", ""price_value"": 17, ""sale_price"": ""$17.00"", ""original_price"": """", ""coupon_price"": """", ""discount"": """", ""stock_min"": 1, ""stock_max"": 35, ""available"": true, ""image"": ""https://laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""images"": [""https://laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""https://laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""https://laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png""], ""page_path"": ""/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071-s21955600064.html"", ""request_params"": ""itemId=3259731071&sellerId=1162908889&skuId=21955600064""}]",,5.0,5,Sous Chef Groceries,SG,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3259731071.html,ok,,2026-07-16T12:32:36.639299+00:00,"{""module"": {""seller"": {""chatUrl"": ""https://pages.lazada.sg/wow/i/sg/im/chat?brandId=39704"", ""hideAllMetrics"": false, ""imEnable"": true, ""imUserId"": ""1162908889"", ""name"": ""Sous Chef Groceries"", ""newSeller"": false, ""positiveSellerRating"": {""labelText"": ""Seller Ratings"", ""value"": ""98%""}, ""rateLevel"": 0, ""sellerIcon"": ""https://sg-test-11.slatic.net/shop/8d79bfa45eb0fcd94392037c02d6424c.png"", ""sellerId"": ""1162908889"", ""shopId"": 1704844, ""size"": 0, ""storeSellingTags"": [{""icon"": ""https://gw.alicdn.com/imgextra/i2/O1CN01ReFHJS1eKGiuBgFTQ_!!6000000003852-2-tps-24-24.png"", ""value"": ""Top4 Seller for Meat & Seafood""}, {""icon"": ""https://gw.alicdn.com/imgextra/i2/O1CN01jdqUq21osIIy6EvYF_!!6000000005280-2-tps-24-24.png"", ""value"": ""3-Year Store""}, {""icon"": ""https://gw.alicdn.com/imgextra/i1/O1CN01lnZQvd1TTvIaAsuo7_!!6000000002384-2-tps-24-24.png"", ""value"": ""New Arrival""}, {""icon"": ""https://gw.alicdn.com/imgextra/i3/O1CN01Vvvi6W1FQLaGBDxTU_!!6000000000481-2-tps-24-24.png"", ""value"": ""Preferred Seller""}], ""time"": 0, ""type"": ""4"", ""url"": ""//www.lazada.sg/shop/sous-chef-groceries/?itemId=3259731071&channelSource=pdp""}, ""rules"": {}, ""specifications"": {""21955600064"": {""features"": {""SKU"": ""3259731071_SGAMZ-21955600064"", ""Flavor"": ""Original"", ""Fries Type"": ""Curly"", ""Shelf Expiry"": ""0-3 months"", ""Ingredients"": ""Potato"", ""Packaging Type"": ""Bag"", ""Dietary Needs"": ""Halal"", ""Secondary Packaging"": ""Single"", ""Organic"": ""No"", ""Storage Type"": ""Frozen""}}}, ""tracking"": {""pdt_category"": [""Groceries"", ""Frozen"", ""Convenience Foods"", ""Fries""], ""pagetype"": ""pdp"", ""pdt_discount"": """", ""pdt_photo"": """", ""v_voya"": 1, ""brand_name"": ""No Brand"", ""brand_id"": ""39704"", ""pdt_sku"": 3259731071, ""core"": {""country"": ""SG"", ""layoutType"": ""desktop"", ""language"": ""en"", ""currencyCode"": ""SGD""}, ""seller_name"": ""Sous Chef Groceries"", ""pdt_simplesku"": 21955600064, ""pdt_name"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES"", ""page"": {""regCategoryId"": ""142108090100"", ""xParams"": ""_p_typ=pdp&_p_ispdp=1&_p_item=3259731071_SGAMZ-21955600064&_p_prod=3259731071&_p_sku=21955600064&_p_slr=1162908889""}, ""supplier_id"": 1162908889, ""pdt_price"": ""$17.00"", ""extraInfo"": {""traceId"": ""213bb75017842051511906199e0f70"", ""cnaByBe"": ""+LzfIgV1okQCAXUbYGKiDCIf"", ""supportH5Revamp"": ""0""}}, ""disclaimers"": [], ""globalConfig"": {""country"": ""SG"", ""showTBCBreadCrumb"": true, ""facebookAppKey"": ""273149279545058"", ""apiForPC"": {""getSkuData"": ""//pdpdesc-m.lazada.sg/pcdetailAsync"", ""getDeliveryOptions"": ""//pdpdesc-m.lazada.sg/getDeliveryOptions"", ""getRecommend"": ""//pdpdesc-m.lazada.sg/recommend"", ""getPage"": ""//pdpdesc-m.lazada.sg/pcdetailSync"", ""useRecommendMtop"": ""1""}, ""siteName"": ""Lazada"", ""pvChecksum"": ""53732040"", ""isTBC"": false, ""voucherListApi"": ""mtop.lazada.detail.getVouchers"", ""reverseDateMap"": {""21955600064"": 0}, ""viewedSFOUrl"": ""//pdpdesc-m.lazada.sg/confirmMsg"", ""host"": ""lazada-pdp-ns-s033042102001.sg52"", ""voucherCollectApi"": ""mtop.lazada.promotion.voucher.spread"", ""currency"": ""SGD"", ""robots"": ""noindex,follow"", ""lang"": ""en_SG"", ""atmosphereInfo"": {""21955600064"": {""chatIcon"": ""https://gw.alicdn.com/imgextra/i3/O1CN010woknU1un9YZWROmx_!!6000000006081-2-tps-80-81.png"", ""storeIcon"": ""https://sg-test-11.slatic.net/shop/8d79bfa45eb0fcd94392037c02d6424c.png""}}, ""sisUrl"": ""//www.lazada.sg/shop/sous-chef-groceries/?itemId=3259731071&channelSource=pdp"", ""isPcRevamp"": true, ""toastRule"": {""voucherPrice"": {""duration"": 3, ""hit"": true, ""intervalHours"": 24, ""stayTime"": 3}}, ""reportUrl"": ""https://pages.lazada.sg/wow/gcp/sg/report/pdpindex?itemId=3259731071"", ""env"": ""new env"", ""showSKUSelect"": false, ""site"": ""SG"", ""isAPPLE"": false, ""mdsMap"": {""shareTitle"": ""Share"", ""likeTitle"": ""Like""}, ""recommendParameter"": ""shop_id=1704844&category_id=10003478&item_id=3259731071&anonymous_id=ea2ad8e8-a489-462f-91e0-46f1d0753950&regional_key=142108090100&is_ab=false&sku=3259731071_SGAMZ-21955600064&seller_id=1162908889&is_tbc=0&_=1784205151439&brand_id=39704"", ""showHTBTips"": false, ""voucherListParams"": ""timeStamp=1784205151439&itemId=3259731071&lzd=478DBD2606C1D4C393A4F33B551632B5E80BCC38B66723422AC3D5266F18665B71AB8B09770513D79B0BCA0FB23A35737EFF200ECEA75F6A62D6AF0389EB57A3221F4641E0D4FC06DCD6C5DAE217D23AAD8700B55DE0108AAD8700B55DE0108A&skuId=21955600064&checkCode=1ddd499e68ef7ecc676b21d06edb6265"", ""isMsiteRevamp"": false}, ""elevator"": {""elevators"": [{""elevatorTitle"": ""Reviews"", ""utKey"": ""ratings""}, {""elevatorTitle"": ""Product Details"", ""utKey"": ""product_details""}, {""elevatorTitle"": ""Recommendations"", ""utKey"": ""recommend""}]}, ""review"": {""averageRating"": 5.0, ""contentedNum"": 5, ""itemId"": 3259731071, ""reviews"": 5, ""scores"": [5, 0, 0, 0, 0], ""title"": ""Reviews""}, ""tag"": {""entryDialogs"": []}, ""warrantiesInfo"": {""21955600064"": {""icon"": ""https://gw.alicdn.com/imgextra/i2/O1CN01Ge8CqL1eEJWzl8Ogl_!!6000000003839-2-tps-46-47.png"", ""popInfo"": [{""dataType"": ""returnPolicy"", ""description"": ""This category doesn't accept returns, but refunds may be requested if an issue occurs."", ""title"": ""Return Restiction Apply"", ""type"": ""noreturnPolicy""}, {""dataType"": ""warranty"", ""description"": ""You can still benefit from our return policy if your product does not come with any warranty. Please read the return policy conditions <a href=\""https://www.lazada.sg/helpcenter/returns/#answer-faq-return-ans\"">here</a>."", ""title"": ""Warranty not available"", ""type"": ""noWarranty""}], ""popInfoTitle"": ""Returns & Warranty"", ""text"": ""Return Restiction Apply · Warranty not available""}}, ""seo"": {}, ""productOption"": {""dnr"": true, ""options"": [], ""skuBase"": {""properties"": [], ""skus"": [{""cartItemId"": ""3259731071"", ""cartSkuId"": ""21955600064"", ""innerSkuId"": ""3259731071_SGAMZ-21955600064"", ""itemId"": ""3259731071"", ""pageId"": ""3259731071"", ""pagePath"": ""/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071-s21955600064.html"", ""requestParams"": ""itemId=3259731071&sellerId=1162908889&skuId=21955600064"", ""sellerId"": ""1162908889"", ""skuId"": ""21955600064""}]}}, ""skuGalleries"": {""0"": [{""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""src"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""type"": ""img""}, {""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""src"": ""//laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""type"": ""img""}, {""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png"", ""src"": ""//laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png"", ""type"": ""img""}], ""21955600064"": [{""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""src"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""type"": ""img""}, {""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""src"": ""//laz-img-sg.alicdn.com/p/9111d16e7a1123913408f7fd70af3399.png"", ""type"": ""img""}, {""itemLevel"": true, ""poster"": ""//laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png"", ""src"": ""//laz-img-sg.alicdn.com/p/3963f1572560a2cd4bfc674fb0e21ec6.png"", ""type"": ""img""}]}, ""product"": {""desc"": ""<article class=\""lzd-article\"" style=\""white-space:break-spaces\""><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span></span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span></span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>For Seller Own Fleet (Home Delivery)</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>Delivery Time : Mon to Fri 8am~4pm. Sat: 8am - 2pm </span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>No delivery on Sun &amp; Public Holidays. </span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>Pease contact us via LAZADA Chat feature for delivery enquiries. &lt;3</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span></span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>For Seller Store Pick Up (Self Collection)</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>Place your order via W/A 97815590</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span></span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>Address : 31 Woodlands Close #08-29 Singapore 737855</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>Collection Time : Mon~Fri 930am - 6pm</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>- To confirm collection time with us (one day in advance) as we need time to pack your order.</span></p><p style=\""line-height:1.7;text-align:left;text-indent:0;margin-left:0;margin-top:0;margin-bottom:0\""><span>- To show us your purchase via LAZADA app for verification and press &quot;Order Received&quot; upon collection.</span><img src=\""https://sg-live-01.slatic.net/p/cd68306885339181a9d4280a03c4ef08.png\"" style=\""width:1080px;height:1080px;display:inline;vertical-align:middle\""/><span> </span></p></article>"", ""link"": ""https://www.lazada.sg/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071-s21955600064.html"", ""rating"": {""score"": 5.0, ""total"": 5}, ""rightImgRatio"": 1.9, ""title"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES""}, ""htmlRender"": {""msiteShare"": {""deepLink"": ""lazada://sg/d?itemId=3259731071&ps=3259731071_SGAMZ-21955600064&skuId=21955600064"", ""facebookFallbackValue"": false, ""image"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""meta"": ""<meta name=\""og:url\"" content=\""https://www.lazada.sg/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071-s21955600064.html/\"" /><meta name=\""og:title\"" content=\""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES\"" /><meta name=\""og:type\"" content=\""product\"" /><meta name=\""og:description\"" content=\""null\"" /><meta name=\""og:image\"" content=\""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png\"" />"", ""showFacebookFallback"": false, ""title"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES"", ""type"": ""product"", ""url"": ""https://www.lazada.sg/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071-s21955600064.html""}}, ""skuInfos"": {""0"": {""categoryId"": ""10003478"", ""dataLayer"": {""pdt_category"": [""Groceries"", ""Frozen"", ""Convenience Foods"", ""Fries""], ""pagetype"": ""pdp"", ""pdt_discount"": """", ""pdt_photo"": """", ""v_voya"": 1, ""brand_name"": ""No Brand"", ""brand_id"": ""39704"", ""pdt_sku"": 3259731071, ""core"": {""country"": ""SG"", ""layoutType"": ""desktop"", ""language"": ""en"", ""currencyCode"": ""SGD""}, ""seller_name"": ""Sous Chef Groceries"", ""pdt_simplesku"": 21955600064, ""pdt_name"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES"", ""page"": {""regCategoryId"": ""142108090100"", ""xParams"": ""_p_typ=pdp&_p_ispdp=1&_p_item=3259731071_SGAMZ-21955600064&_p_prod=3259731071&_p_sku=21955600064&_p_slr=1162908889""}, ""supplier_id"": 1162908889, ""pdt_price"": ""$17.00""}, ""image"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""inWishlist"": false, ""itemId"": ""3259731071"", ""operation"": {""disable"": false, ""operationWeight"": 6, ""text"": ""Add to Cart"", ""type"": ""default""}, ""operations"": [{""disable"": false, ""operationWeight"": 2, ""text"": ""Buy Now"", ""type"": ""buyNow"", ""url"": ""https://checkout.lazada.sg/shipping""}, {""disable"": false, ""operationWeight"": 6, ""text"": ""Add to Cart"", ""type"": ""default""}], ""preSaleTag"": false, ""price"": {""salePrice"": {""isCurrencyLeft"": true, ""noSymbolPriceText"": ""17.00"", ""sign"": ""$"", ""text"": ""$17.00"", ""value"": 17}, ""useOldPriceDisplayLogic"": false}, ""quantity"": {""limit"": {""max"": 35, ""min"": 1}, ""type"": ""default""}, ""quantityList"": [{""limit"": {""max"": 35, ""min"": 1}, ""type"": ""default""}], ""sellerId"": ""1162908889"", ""skuId"": ""21955600064""}, ""21955600064"": {""categoryId"": ""10003478"", ""dataLayer"": {""pdt_category"": [""Groceries"", ""Frozen"", ""Convenience Foods"", ""Fries""], ""pagetype"": ""pdp"", ""pdt_discount"": """", ""pdt_photo"": """", ""v_voya"": 1, ""brand_name"": ""No Brand"", ""brand_id"": ""39704"", ""pdt_sku"": 3259731071, ""core"": {""country"": ""SG"", ""layoutType"": ""desktop"", ""language"": ""en"", ""currencyCode"": ""SGD""}, ""seller_name"": ""Sous Chef Groceries"", ""pdt_simplesku"": 21955600064, ""pdt_name"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES"", ""page"": {""regCategoryId"": ""142108090100"", ""xParams"": ""_p_typ=pdp&_p_ispdp=1&_p_item=3259731071_SGAMZ-21955600064&_p_prod=3259731071&_p_sku=21955600064&_p_slr=1162908889""}, ""supplier_id"": 1162908889, ""pdt_price"": ""$17.00""}, ""image"": ""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png"", ""inWishlist"": false, ""itemId"": ""3259731071"", ""operation"": {""disable"": false, ""operationWeight"": 6, ""text"": ""Add to Cart"", ""type"": ""default""}, ""operations"": [{""disable"": false, ""operationWeight"": 2, ""text"": ""Buy Now"", ""type"": ""buyNow"", ""url"": ""https://checkout.lazada.sg/shipping""}, {""disable"": false, ""operationWeight"": 6, ""text"": ""Add to Cart"", ""type"": ""default""}], ""preSaleTag"": false, ""price"": {""salePrice"": {""isCurrencyLeft"": true, ""noSymbolPriceText"": ""17.00"", ""sign"": ""$"", ""text"": ""$17.00"", ""value"": 17}, ""useOldPriceDisplayLogic"": false}, ""quantity"": {""limit"": {""max"": 35, ""min"": 1}, ""type"": ""default""}, ""quantityList"": [{""limit"": {""max"": 35, ""min"": 1}, ""type"": ""default""}], ""sellerId"": ""1162908889"", ""skuId"": ""21955600064""}}, ""Breadcrumb"": [{""title"": ""Groceries"", ""url"": ""https://www.lazada.sg/groceries/""}, {""title"": ""Frozen"", ""url"": ""https://www.lazada.sg/shop-groceries-frozen/""}, {""title"": ""Convenience Foods"", ""url"": ""https://www.lazada.sg/shop-groceries-frozen-convenience-foods/""}, {""title"": ""Fries"", ""url"": ""https://www.lazada.sg/shop-potatoes-&-onion-rings/""}, {""title"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES""}], ""guideApp"": {""bottomTxt"": ""Scan with mobile"", ""description"": ""Download app to enjoy $5 OFF your first order"", ""link"": ""https://s.lazada.sg/a.PLOA"", ""logo"": ""https://img.alicdn.com/tfs/TB1f4HzFbH1gK0jSZFwXXc7aXXa-96-96.png"", ""shortText"": ""App""}, ""deliveryOptions"": {""21955600064"": [{""badge"": false, ""dataType"": ""delivery"", ""deliveryWorkTimeMax"": ""2026-07-20T22:00+08:00[GMT+08:00]"", ""deliveryWorkTimeMin"": ""2026-07-20T22:00+08:00[GMT+08:00]"", ""description"": ""Get grocery items delivered directly from seller right to your doorstep!<br/><br/><a href=\""https://www.lazada.sg/helpcenter/shipping_delivery/#answer-faq-whatisshippingfee-ans\"" target=\""_blank\"">Find out more here</a>\r\n\r\n\r\n<br/>"", ""duringTime"": ""Guaranteed by 20 Jul"", ""fee"": ""$4.99"", ""feeValue"": 4.99, ""hasTip"": true, ""promotion"": ""Spend at least $70.00 on <a href=\""//www.lazada.sg/shop/sous-chef-groceries/?itemId=3259731071&channelSource=pdp\"">Sous Chef Groceries</a>  to enjoy free shipping"", ""title"": ""Express"", ""type"": ""express""}, {""badge"": true, ""dataType"": ""service"", ""description"": """", ""feeValue"": 0.0, ""hasTip"": true, ""title"": ""Cash on Delivery not available"", ""type"": ""noCOD""}]}, ""qualification"": {""mainPageInfo"": {""contents"": [{""column1"": {""key"": ""License Type"", ""value"": ""SG_SFA""}, ""column2"": {""key"": ""License Code""}}], ""title"": ""Qualification""}}, ""warranties"": {""21955600064"": [{""dataType"": ""returnPolicy"", ""description"": ""This category doesn't accept returns, but refunds may be requested if an issue occurs."", ""title"": ""Return Restiction Apply"", ""type"": ""noreturnPolicy""}, {""dataType"": ""warranty"", ""description"": ""You can still benefit from our return policy if your product does not come with any warranty. Please read the return policy conditions <a href=\""https://www.lazada.sg/helpcenter/returns/#answer-faq-return-ans\"">here</a>."", ""title"": ""Warranty not available"", ""type"": ""noWarranty""}]}, ""deliveryOptionsInfo"": {""21955600064"": {""deliveryOptionDesc"": ""Express,with shipping fee $4.99"", ""estimateDeliveryDate"": ""Guaranteed by 20 Jul"", ""icon"": ""https://gw.alicdn.com/imgextra/i3/O1CN01WViXlH28KD6Q9Njlh_!!6000000007913-2-tps-48-48.png"", ""popInfo"": [{""badge"": false, ""dataType"": ""delivery"", ""deliveryWorkTimeMax"": ""2026-07-20T22:00+08:00[GMT+08:00]"", ""deliveryWorkTimeMin"": ""2026-07-20T22:00+08:00[GMT+08:00]"", ""description"": ""Get grocery items delivered directly from seller right to your doorstep!<br/><br/><a href=\""https://www.lazada.sg/helpcenter/shipping_delivery/#answer-faq-whatisshippingfee-ans\"" target=\""_blank\"">Find out more here</a>\r\n\r\n\r\n<br/>"", ""duringTime"": ""Guaranteed by 20 Jul"", ""fee"": ""$4.99"", ""feeValue"": 4.99, ""hasTip"": true, ""promotion"": ""Spend at least $70.00 on <a href=\""//www.lazada.sg/shop/sous-chef-groceries/?itemId=3259731071&channelSource=pdp\"">Sous Chef Groceries</a>  to enjoy free shipping"", ""title"": ""Express"", ""type"": ""express""}, {""badge"": true, ""dataType"": ""service"", ""description"": """", ""feeValue"": 0.0, ""hasTip"": true, ""title"": ""Cash on Delivery not available"", ""type"": ""noCOD""}], ""popInfoTitle"": ""Shipping"", ""promotionMessage"": ""Spend at least $70.00 on <a href=\""//www.lazada.sg/shop/sous-chef-groceries/?itemId=3259731071&channelSource=pdp\"">Sous Chef Groceries</a>  to enjoy free shipping""}}, ""recommendSkus"": {}, ""user"": {""anonymousId"": ""ea2ad8e8-a489-462f-91e0-46f1d0753950"", ""defaultLocation"": {""address"": ""Singapore, Singapore, 81 JALAN TAMAN"", ""canChange"": false, ""country"": ""SG"", ""isPostcode"": true, ""postCode"": ""329019""}, ""isLiveUp"": false, ""login"": false, ""loginUrl"": ""//member.lazada.sg/user/login"", ""loyalty"": false, ""noGuest"": true, ""userId"": ""0""}, ""primaryKey"": {""defaultSkuId"": ""21955600064"", ""fromShare"": false, ""itemId"": ""3259731071"", ""loadedSkuIds"": [""21955600064""], ""pageId"": ""3259731071"", ""purchaseQuantity"": 1, ""sellerId"": ""1162908889"", ""skuId"": ""21955600064"", ""skuNames"": [], ""skuPath"": {}, ""skuTabPath"": {}}}, ""page_json"": [{""@type"": ""Product"", ""@context"": ""https://schema.org"", ""name"": ""FROZEN CURLY FRIES 1.81KG/PKT HALAL FINGER FOOD TWISTER FRIES"", ""image"": [""//laz-img-sg.alicdn.com/p/cd68306885339181a9d4280a03c4ef08.png""], ""category"": ""Groceries > Frozen > Convenience Foods"", ""brand"": {""@type"": ""Brand""}, ""sku"": ""3259731071_SGAMZ-21955600064"", ""mpn"": 3259731071, ""description"": ""Halal-certified Frozen Curly Fries weighing 1.81kg, ideal for quick meals. These potato finger foods come in a single bag with a shelf life of 3 months, offering convenience in multiple convenient sizes for home or commercial use. - Lazada"", ""url"": ""https://www.lazada.sg/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071.html"", ""offers"": {""@type"": ""AggregateOffer"", ""availability"": ""https://schema.org/InStock"", ""url"": ""https://www.lazada.sg/products/frozen-curly-fries-181kgpkt-halal-finger-food-twister-fries-i3259731071.html"", ""seller"": {""@type"": ""Organization"", ""name"": """"}, ""hasMerchantReturnPolicy"": {""@type"": ""MerchantReturnPolicy"", ""applicableCountry"": ""SG"", ""returnPolicyCategory"": ""https://schema.org/MerchantReturnNotPermitted""}}}, {""@context"": ""https://schema.org"", ""@type"": ""BreadcrumbList"", ""itemListElement"": []}]}"
15,,3068009905,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3068009905.html,pending,,,{}
16,,2517554839,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i2517554839.html,pending,,,{}
17,,303364842,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i303364842.html,pending,,,{}
18,,1503464330,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i1503464330.html,pending,,,{}
19,,3508843134,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3508843134.html,pending,,,{}
20,,2348134428,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i2348134428.html,pending,,,{}
21,,13680769586,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i13680769586.html,pending,,,{}
22,,3068149102,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3068149102.html,pending,,,{}
23,,3068984445,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i3068984445.html,pending,,,{}
24,,303676137,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i303676137.html,pending,,,{}
25,,303402553,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i303402553.html,pending,,,{}
26,,1500206800,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,https://www.lazada.sg/products/pdp-i1500206800.html,pending,,,{}
