index,category_name,category_name_cn,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
149,CCTV Security Cameras,相机,https://www.lazada.sg/catalog?q=CCTV+Security+Cameras&from=hp_categories&src=all_channel&price=20-,partial,100,40,29,181,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\148_CCTV_Security_Cameras,2026-07-14 23:12:14,2026-07-14 23:24:27,
327,CCTV Security Systems,CCTV Security Systems,https://www.lazada.sg/catalog?q=CCTV+Security+Systems&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\149_CCTV_Security_Systems,2026-07-14 23:24:58,2026-07-14 23:27:40,Lazada verification or traffic page detected
328,Ceiling Lights,Ceiling Lights,https://www.lazada.sg/catalog?q=Ceiling+Lights&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,579,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\150_Ceiling_Lights,2026-07-14 23:29:16,2026-07-14 23:41:48,
734,Cereal & Protein Bar,Cereal & Protein Bar,https://www.lazada.sg/catalog?q=Cereal+%26+Protein+Bar&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\151_Cereal_&_Protein_Bar,2026-07-14 23:42:32,2026-07-14 23:47:50,Lazada verification or traffic page detected
735,Cereals,Cereals,https://www.lazada.sg/catalog?q=Cereals&from=hp_categories&src=all_channel&price=20-,empty,100,0,0,0,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\152_Cereals,2026-07-15 11:54:48,2026-07-15 11:55:43,
329,Cheese,Cheese,https://www.lazada.sg/catalog?q=Cheese&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\153_Cheese,2026-07-15 11:56:19,2026-07-15 11:57:04,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Cheese&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
330,Chilled Cooking Ingredients,Chilled Cooking Ingredients,https://www.lazada.sg/catalog?q=Chilled+Cooking+Ingredients&from=hp_categories&src=all_channel&price=20-,partial,100,40,29,45,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\154_Chilled_Cooking_Ingredients,2026-07-15 12:08:03,2026-07-15 12:20:33,
331,Chilled Desserts,Chilled Desserts,https://www.lazada.sg/catalog?q=Chilled+Desserts&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\155_Chilled_Desserts,2026-07-15 12:21:14,2026-07-15 12:22:00,Lazada verification or traffic page detected
736,Chilled Juice and Drinks,Chilled Juice and Drinks,https://www.lazada.sg/catalog?q=Chilled+Juice+and+Drinks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\156_Chilled_Juice_and_Drinks,2026-07-15 12:38:39,2026-07-15 12:47:18,[Errno 22] Invalid argument
737,Chocolate,Chocolate,https://www.lazada.sg/catalog?q=Chocolate&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\157_Chocolate,2026-07-15 12:47:27,2026-07-15 12:48:40,[Errno 22] Invalid argument
738,"Chocolate, Snacks & Sweets","Chocolate, Snacks & Sweets",https://www.lazada.sg/catalog?q=Chocolate%2C+Snacks+%26+Sweets&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\158_Chocolate,_Snacks_&_Sweets",2026-07-15 12:48:43,2026-07-15 12:50:07,Lazada verification or traffic page detected
332,Cider,Cider,https://www.lazada.sg/catalog?q=Cider&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\159_Cider,2026-07-15 12:56:12,2026-07-15 12:57:09,Lazada verification or traffic page detected
333,Cleaning Buckets & Tubs,Cleaning Buckets & Tubs,https://www.lazada.sg/catalog?q=Cleaning+Buckets+%26+Tubs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\160_Cleaning_Buckets_&_Tubs,2026-07-15 12:58:18,2026-07-15 12:58:25,Lazada verification or traffic page detected
334,Cleaning Supplies,Cleaning Supplies,https://www.lazada.sg/catalog?q=Cleaning+Supplies&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\161_Cleaning_Supplies,2026-07-15 12:59:31,2026-07-15 13:01:20,Lazada verification or traffic page detected
28,Cleaning Tools,工具,https://www.lazada.sg/catalog?q=Cleaning+Tools&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,131,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\162_Cleaning_Tools,2026-07-15 13:53:57,2026-07-15 14:05:53,
335,Climbing,Climbing,https://www.lazada.sg/catalog?q=Climbing&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\163_Climbing,2026-07-15 14:06:47,2026-07-15 14:16:28,Lazada verification or traffic page detected
336,Clocks,Clocks,https://www.lazada.sg/catalog?q=Clocks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\164_Clocks,2026-07-15 15:15:48,2026-07-15 15:25:01,Lazada verification or traffic page detected
706,Cloth Diapers,Cloth Diapers,https://www.lazada.sg/catalog?q=Cloth+Diapers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\165_Cloth_Diapers,2026-07-15 19:03:25,2026-07-15 19:12:46,Lazada verification or traffic page detected
337,Clothes Hangers & Pegs,Clothes Hangers & Pegs,https://www.lazada.sg/catalog?q=Clothes+Hangers+%26+Pegs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\166_Clothes_Hangers_&_Pegs,2026-07-15 19:13:09,2026-07-15 19:25:12,[Errno 22] Invalid argument
338,Clothes Line & Drying Racks,Clothes Line & Drying Racks,https://www.lazada.sg/catalog?q=Clothes+Line+%26+Drying+Racks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\167_Clothes_Line_&_Drying_Racks,2026-07-15 19:25:24,2026-07-15 19:38:13,Lazada verification or traffic page detected
339,Clutches,Clutches,https://www.lazada.sg/catalog?q=Clutches&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,167,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\168_Clutches,2026-07-15 19:38:46,2026-07-15 19:55:57,
739,Coffee,Coffee,https://www.lazada.sg/catalog?q=Coffee&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\169_Coffee,2026-07-15 19:56:36,2026-07-15 20:08:22,Lazada verification or traffic page detected
740,Coffee & Tea,Coffee & Tea,https://www.lazada.sg/catalog?q=Coffee+%26+Tea&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\170_Coffee_&_Tea,2026-07-15 20:19:53,2026-07-15 20:32:16,[Errno 22] Invalid argument
741,Coffee Machine,Coffee Machine,https://www.lazada.sg/catalog?q=Coffee+Machine&from=hp_categories&src=all_channel&price=20-,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\171_Coffee_Machine,2026-07-16 08:31:49,,
340,Coin Holders & Pouches,Coin Holders & Pouches,https://www.lazada.sg/catalog?q=Coin+Holders+%26+Pouches&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,404,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\172_Coin_Holders_&_Pouches,2026-07-16 08:51:01,2026-07-16 09:09:16,
341,Coin Purses & Pouches,Coin Purses & Pouches,https://www.lazada.sg/catalog?q=Coin+Purses+%26+Pouches&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\173_Coin_Purses_&_Pouches,2026-07-16 09:10:01,2026-07-16 09:20:48,Lazada verification or traffic page detected
342,"Comforters, Quilts & Duvets","Comforters, Quilts & Duvets",https://www.lazada.sg/catalog?q=Comforters%2C+Quilts+%26+Duvets&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,395,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\174_Comforters,_Quilts_&_Duvets",2026-07-16 11:31:50,2026-07-16 11:51:51,
343,Compacts & Powder,Compacts & Powder,https://www.lazada.sg/catalog?q=Compacts+%26+Powder&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\175_Compacts_&_Powder,2026-07-16 11:52:45,2026-07-16 12:02:57,Lazada verification or traffic page detected
29,Compression Bags,箱包,https://www.lazada.sg/catalog?q=Compression+Bags&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\176_Compression_Bags,2026-07-16 12:49:58,2026-07-16 12:59:32,Lazada verification or traffic page detected
344,Compression Stockings,Compression Stockings,https://www.lazada.sg/catalog?q=Compression+Stockings&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\177_Compression_Stockings,2026-07-16 13:11:05,2026-07-16 13:20:53,Lazada verification or traffic page detected
30,Computer Accessories,电脑配件,https://www.lazada.sg/catalog?q=Computer+Accessories&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,303,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\178_Computer_Accessories,2026-07-16 13:36:07,2026-07-16 13:54:32,
150,Computer Components,Computer Components,https://www.lazada.sg/catalog?q=Computer+Components&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\179_Computer_Components,2026-07-16 13:55:30,2026-07-16 13:58:40,Lazada verification or traffic page detected
151,Condiments & Dressings,Condiments & Dressings,https://www.lazada.sg/catalog?q=Condiments+%26+Dressings&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\180_Condiments_&_Dressings,2026-07-16 15:09:02,2026-07-16 15:25:39,Lazada verification or traffic page detected
345,Conditioner,Conditioner,https://www.lazada.sg/catalog?q=Conditioner&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\181_Conditioner,2026-07-16 15:34:57,2026-07-16 15:46:32,Lazada verification or traffic page detected
346,Condoms,Condoms,https://www.lazada.sg/catalog?q=Condoms&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\182_Condoms,2026-07-16 15:47:30,2026-07-16 15:59:21,Lazada verification or traffic page detected
248,Console Accessories,配件,https://www.lazada.sg/catalog?q=Console+Accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\183_Console_Accessories,2026-07-16 16:11:08,2026-07-16 16:28:11,Lazada verification or traffic page detected
742,Convenience Foods,Convenience Foods,https://www.lazada.sg/catalog?q=Convenience+Foods&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\184_Convenience_Foods,2026-07-16 20:31:47,2026-07-16 20:32:52,Lazada verification or traffic page detected
743,Cooking Sauces & Kits,Cooking Sauces & Kits,https://www.lazada.sg/catalog?q=Cooking+Sauces+%26+Kits&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\185_Cooking_Sauces_&_Kits,2026-07-16 20:36:02,2026-07-16 20:55:07,Lazada verification or traffic page detected
347,Cooktop & Range,Cooktop & Range,https://www.lazada.sg/catalog?q=Cooktop+%26+Range&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\186_Cooktop_&_Range,2026-07-16 21:06:34,2026-07-16 21:21:52,Lazada verification or traffic page detected
348,Cookware,厨具,https://www.lazada.sg/catalog?q=Cookware&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\187_Cookware,2026-07-16 21:34:22,2026-07-16 21:51:41,Lazada verification or traffic page detected
152,Cooling & Air Treatment,Cooling & Air Treatment,https://www.lazada.sg/catalog?q=Cooling+%26+Air+Treatment&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\188_Cooling_&_Air_Treatment,2026-07-16 21:52:05,2026-07-16 22:00:07,[Errno 22] Invalid argument
349,"Coughs, Colds & Flu","Coughs, Colds & Flu",https://www.lazada.sg/catalog?q=Coughs%2C+Colds+%26+Flu&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\189_Coughs,_Colds_&_Flu",2026-07-16 22:01:02,2026-07-16 22:02:10,[Errno 22] Invalid argument
350,Craft Supplies,Craft Supplies,https://www.lazada.sg/catalog?q=Craft+Supplies&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\190_Craft_Supplies,2026-07-16 22:02:15,2026-07-16 22:05:47,[Errno 22] Invalid argument
351,Creams & Lotions,Creams & Lotions,https://www.lazada.sg/catalog?q=Creams+%26+Lotions&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\191_Creams_&_Lotions,2026-07-16 22:05:55,2026-07-16 22:07:34,Lazada verification or traffic page detected
352,Cricket,Cricket,https://www.lazada.sg/catalog?q=Cricket&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\192_Cricket,2026-07-16 22:08:15,2026-07-16 22:09:04,[Errno 22] Invalid argument
31,Cross Body & Shoulder Bags,箱包,https://www.lazada.sg/catalog?q=Cross+Body+%26+Shoulder+Bags&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,333,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\193_Cross_Body_&_Shoulder_Bags,2026-07-16 22:09:08,2026-07-16 22:27:51,
32,Crossbody Bags,斜挎包,https://www.lazada.sg/catalog?q=Crossbody+Bags&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\194_Crossbody_Bags,2026-07-16 22:28:46,2026-07-16 22:40:48,Lazada verification or traffic page detected
249,Cushions & Covers,Cushions & Covers,https://www.lazada.sg/catalog?q=Cushions+%26+Covers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\195_Cushions_&_Covers,2026-07-16 23:04:27,2026-07-16 23:14:29,Lazada verification or traffic page detected
353,Cutlery,Cutlery,https://www.lazada.sg/catalog?q=Cutlery&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\196_Cutlery,2026-07-17 11:45:47,2026-07-17 11:55:54,Lazada verification or traffic page detected
354,Dairy & Chilled,Dairy & Chilled,https://www.lazada.sg/catalog?q=Dairy+%26+Chilled&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\197_Dairy_&_Chilled,2026-07-17 12:11:45,2026-07-17 12:15:12,Lazada verification or traffic page detected
355,Dehumidifier,Dehumidifier,https://www.lazada.sg/catalog?q=Dehumidifier&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\198_Dehumidifier,2026-07-17 13:04:27,2026-07-17 13:24:01,Lazada verification or traffic page detected
356,Deli & Cooked Meat,Deli & Cooked Meat,https://www.lazada.sg/catalog?q=Deli+%26+Cooked+Meat&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\199_Deli_&_Cooked_Meat,2026-07-17 14:17:07,2026-07-17 14:42:01,Lazada verification or traffic page detected
357,Deodorants,Deodorants,https://www.lazada.sg/catalog?q=Deodorants&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,191,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\200_Deodorants,2026-07-17 14:58:18,2026-07-17 15:15:54,
358,Dermacare,Dermacare,https://www.lazada.sg/catalog?q=Dermacare&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\201_Dermacare,2026-07-17 15:16:51,2026-07-17 15:26:32,Lazada verification or traffic page detected
359,Desk Organisers,Desk Organisers,https://www.lazada.sg/catalog?q=Desk+Organisers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\202_Desk_Organisers,2026-07-17 15:28:02,2026-07-17 15:38:00,Lazada verification or traffic page detected
360,Desktop Casings,Desktop Casings,https://www.lazada.sg/catalog?q=Desktop+Casings&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\203_Desktop_Casings,2026-07-17 15:40:28,2026-07-17 16:00:04,Lazada verification or traffic page detected
153,Desktops Computers,电脑,https://www.lazada.sg/catalog?q=Desktops+Computers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\204_Desktops_Computers,2026-07-17 16:24:07,2026-07-17 16:27:22,Lazada verification or traffic page detected
154,Diaper Bags & Backpacks,双肩包,https://www.lazada.sg/catalog?q=Diaper+Bags+%26+Backpacks&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,159,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\205_Diaper_Bags_&_Backpacks,2026-07-17 20:51:49,2026-07-17 21:10:30,
707,Diaper Rash Creams,Diaper Rash Creams,https://www.lazada.sg/catalog?q=Diaper+Rash+Creams&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\206_Diaper_Rash_Creams,2026-07-17 21:11:07,2026-07-17 21:23:28,Lazada verification or traffic page detected
708,Diapering & Potty,Diapering & Potty,https://www.lazada.sg/catalog?q=Diapering+%26+Potty&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\207_Diapering_&_Potty,2026-07-17 21:32:13,2026-07-17 21:41:56,Lazada verification or traffic page detected
709,Diapers & Wipes,Diapers & Wipes,https://www.lazada.sg/catalog?q=Diapers+%26+Wipes&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,75,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\208_Diapers_&_Wipes,2026-07-17 21:51:08,2026-07-17 22:08:10,
361,Digestive Care,Digestive Care,https://www.lazada.sg/catalog?q=Digestive+Care&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\209_Digestive_Care,2026-07-17 22:09:01,2026-07-17 22:19:14,Lazada verification or traffic page detected
155,Digital Cameras,相机,https://www.lazada.sg/catalog?q=Digital+Cameras&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\210_Digital_Cameras,2026-07-17 22:34:24,2026-07-17 22:36:27,Lazada verification or traffic page detected
362,Dinnerware,Dinnerware,https://www.lazada.sg/catalog?q=Dinnerware&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\211_Dinnerware,2026-07-17 22:55:11,2026-07-17 23:01:19,Lazada verification or traffic page detected
718,"Dips, Dressings & Sauces","Dips, Dressings & Sauces",https://www.lazada.sg/catalog?q=Dips%2C+Dressings+%26+Sauces&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,90,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\212_Dips,_Dressings_&_Sauces",2026-07-17 23:23:34,2026-07-17 23:39:51,
363,Dishes & Utensils,Dishes & Utensils,https://www.lazada.sg/catalog?q=Dishes+%26+Utensils&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\213_Dishes_&_Utensils,2026-07-17 23:40:34,2026-07-17 23:43:38,Lazada verification or traffic page detected
250,Dishracks & Sink accessories,配件,https://www.lazada.sg/catalog?q=Dishracks+%26+Sink+accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\214_Dishracks_&_Sink_accessories,2026-07-17 23:45:24,2026-07-18 00:02:52,Lazada verification or traffic page detected
364,Dishwashing,Dishwashing,https://www.lazada.sg/catalog?q=Dishwashing&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\215_Dishwashing,2026-07-18 00:21:15,2026-07-18 00:27:26,Lazada verification or traffic page detected
710,Disposable Diapers,Disposable Diapers,https://www.lazada.sg/catalog?q=Disposable+Diapers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\216_Disposable_Diapers,2026-07-18 00:38:52,2026-07-18 00:55:56,Lazada verification or traffic page detected
365,Disposables,Disposables,https://www.lazada.sg/catalog?q=Disposables&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\217_Disposables,2026-07-18 13:24:53,2026-07-18 13:42:08,Lazada verification or traffic page detected
366,Diving and Snorkelling,Diving and Snorkelling,https://www.lazada.sg/catalog?q=Diving+and+Snorkelling&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\218_Diving_and_Snorkelling,2026-07-18 13:44:37,2026-07-18 13:53:27,Lazada verification or traffic page detected
367,DIY,DIY,https://www.lazada.sg/catalog?q=DIY&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\219_DIY,2026-07-18 14:11:43,2026-07-18 14:14:09,Lazada verification or traffic page detected
368,Docks & Stands,Docks & Stands,https://www.lazada.sg/catalog?q=Docks+%26+Stands&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\220_Docks_&_Stands,2026-07-18 14:36:31,2026-07-18 14:47:32,Lazada verification or traffic page detected
744,Dog Food & Treat,Dog Food & Treat,https://www.lazada.sg/catalog?q=Dog+Food+%26+Treat&from=hp_categories&src=all_channel&price=20-,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\221_Dog_Food_&_Treat,2026-07-18 14:52:25,,
