index,category_name,category_name_cn,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
240,Bedding,床上用品,https://www.lazada.sg/catalog?q=Bedding&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\074_Bedding,2026-07-11 20:14:57,2026-07-11 20:18:26,Lazada verification or traffic page detected
241,Bedding Sets,床上用品,https://www.lazada.sg/catalog?q=Bedding+Sets&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,1488,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\075_Bedding_Sets,2026-07-11 20:24:23,2026-07-11 20:39:51,
145,Bedroom Furniture,家具,https://www.lazada.sg/catalog?q=Bedroom+Furniture&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,585,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\076_Bedroom_Furniture,2026-07-11 20:40:36,2026-07-11 20:53:40,
283,Beds,Beds,https://www.lazada.sg/catalog?q=Beds&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\077_Beds,2026-07-11 20:54:14,2026-07-11 20:55:07,Lazada verification or traffic page detected
284,"Beds, Mats & Houses","Beds, Mats & Houses",https://www.lazada.sg/catalog?q=Beds%2C+Mats+%26+Houses&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\078_Beds,_Mats_&_Houses",2026-07-11 21:07:25,2026-07-11 21:18:53,Lazada verification or traffic page detected
285,Bedside Tables,Bedside Tables,https://www.lazada.sg/catalog?q=Bedside+Tables&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,508,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\079_Bedside_Tables,2026-07-11 21:22:59,2026-07-11 21:37:39,
794,Beer,Beer,https://www.lazada.sg/catalog?q=Beer&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,35,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\080_Beer,2026-07-11 21:38:21,2026-07-11 21:49:47,
795,"Beer, Wines & Spirits","Beer, Wines & Spirits",https://www.lazada.sg/catalog?q=Beer%2C+Wines+%26+Spirits&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\081_Beer,_Wines_&_Spirits",2026-07-11 21:50:19,2026-07-11 21:52:31,Lazada verification or traffic page detected
286,Belts,Belts,https://www.lazada.sg/catalog?q=Belts&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\082_Belts,2026-07-11 22:02:25,2026-07-11 22:03:29,Lazada verification or traffic page detected
728,Beverages,Beverages,https://www.lazada.sg/catalog?q=Beverages&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,71,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\083_Beverages,2026-07-11 22:03:48,2026-07-11 22:14:20,
287,Bicycles,Bicycles,https://www.lazada.sg/catalog?q=Bicycles&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,971,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\084_Bicycles,2026-07-11 22:15:17,2026-07-11 22:29:38,
288,Bike lights & reflectors,Bike lights & reflectors,https://www.lazada.sg/catalog?q=Bike+lights+%26+reflectors&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\085_Bike_lights_&_reflectors,2026-07-11 22:30:25,2026-07-11 22:32:08,Lazada verification or traffic page detected
289,Bikes,Bikes,https://www.lazada.sg/catalog?q=Bikes&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\086_Bikes,2026-07-11 22:35:58,2026-07-11 22:48:26,Lazada verification or traffic page detected
290,Bikinis,Bikinis,https://www.lazada.sg/catalog?q=Bikinis&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\087_Bikinis,2026-07-12 09:44:24,2026-07-12 09:45:09,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Bikinis&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
291,Bird Feed,Bird Feed,https://www.lazada.sg/catalog?q=Bird+Feed&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\088_Bird_Feed,2026-07-12 09:45:43,2026-07-12 09:45:49,"Page.goto: net::ERR_ABORTED; maybe frame was detached?
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Bird%20Feed&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
729,Biscuits & Crackers,Biscuits & Crackers,https://www.lazada.sg/catalog?q=Biscuits+%26+Crackers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\089_Biscuits_&_Crackers,2026-07-12 09:45:57,2026-07-12 09:46:42,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Biscuits%20%26%20Crackers&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
292,Blankets & Throws,Blankets & Throws,https://www.lazada.sg/catalog?q=Blankets+%26+Throws&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\090_Blankets_&_Throws,2026-07-12 09:46:54,2026-07-12 09:49:14,[Errno 22] Invalid argument
19,Blaster toys,玩具,https://www.lazada.sg/catalog?q=Blaster+toys&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,64,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\091_Blaster_toys,2026-07-12 10:01:52,2026-07-12 10:15:48,
146,Blood Pressure Monitors,显示器,https://www.lazada.sg/catalog?q=Blood+Pressure+Monitors&from=hp_categories&src=all_channel&price=20-,partial,100,40,15,38,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\092_Blood_Pressure_Monitors,2026-07-12 10:16:38,2026-07-12 10:27:58,
293,Blu-Ray/DVD Players,Blu-Ray/DVD Players,https://www.lazada.sg/catalog?q=Blu-Ray%2FDVD+Players&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\093_Blu-Ray_DVD_Players,2026-07-12 10:28:51,2026-07-12 10:28:51,"Page.goto: Target page, context or browser has been closed"
294,Body,身体护理,https://www.lazada.sg/catalog?q=Body&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\094_Body,2026-07-12 10:38:38,2026-07-12 10:43:58,Lazada verification or traffic page detected
295,Body Moisturizers,身体护理,https://www.lazada.sg/catalog?q=Body+Moisturizers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\095_Body_Moisturizers,2026-07-12 10:46:05,2026-07-12 10:48:46,Lazada verification or traffic page detected
296,Body Scrubs,身体护理,https://www.lazada.sg/catalog?q=Body+Scrubs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\096_Body_Scrubs,2026-07-12 10:49:05,2026-07-12 10:55:45,Lazada verification or traffic page detected
297,Body Wash,身体护理,https://www.lazada.sg/catalog?q=Body+Wash&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\097_Body_Wash,2026-07-12 10:59:03,2026-07-12 11:06:02,Lazada verification or traffic page detected
298,Bone & Joint Support,Bone & Joint Support,https://www.lazada.sg/catalog?q=Bone+%26+Joint+Support&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\098_Bone_&_Joint_Support,2026-07-12 11:06:41,2026-07-12 11:14:33,Lazada verification or traffic page detected
20,Bookcases & Shelving,Bookcases & Shelving,https://www.lazada.sg/catalog?q=Bookcases+%26+Shelving&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\099_Bookcases_&_Shelving,2026-07-12 11:14:57,2026-07-12 11:15:51,Lazada verification or traffic page detected
705,Books,图书,https://www.lazada.sg/catalog?q=Books&from=hp_categories&src=all_channel&price=20-,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\100_Books,2026-07-12 11:16:50,,
299,Boots,Boots,https://www.lazada.sg/catalog?q=Boots&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\101_Boots,2026-07-12 11:27:01,2026-07-12 11:42:37,Lazada verification or traffic page detected
300,Bottle Cleaning,Bottle Cleaning,https://www.lazada.sg/catalog?q=Bottle+Cleaning&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\102_Bottle_Cleaning,2026-07-12 11:47:52,2026-07-12 12:00:06,Lazada verification or traffic page detected
301,Bottle Warmers & Sterilizers,Bottle Warmers & Sterilizers,https://www.lazada.sg/catalog?q=Bottle+Warmers+%26+Sterilizers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\103_Bottle_Warmers_&_Sterilizers,2026-07-12 12:20:13,2026-07-12 12:25:25,Lazada verification or traffic page detected
302,Bottoms,Bottoms,https://www.lazada.sg/catalog?q=Bottoms&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\104_Bottoms,2026-07-12 12:25:51,2026-07-12 12:42:59,Lazada verification or traffic page detected
303,Bowls & Feeders,Bowls & Feeders,https://www.lazada.sg/catalog?q=Bowls+%26+Feeders&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\105_Bowls_&_Feeders,2026-07-12 12:47:38,2026-07-12 12:51:36,Lazada verification or traffic page detected
304,Boxing & Martial Arts,Boxing & Martial Arts,https://www.lazada.sg/catalog?q=Boxing+%26+Martial+Arts&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,956,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\106_Boxing_&_Martial_Arts,2026-07-12 12:53:30,2026-07-12 13:07:31,
305,Boxing pads,Boxing pads,https://www.lazada.sg/catalog?q=Boxing+pads&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\107_Boxing_pads,2026-07-12 13:08:17,2026-07-12 13:20:27,Lazada verification or traffic page detected
21,Boys' Clothing,服装,https://www.lazada.sg/catalog?q=Boys%27+Clothing&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,2530,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\108_Boys'_Clothing,2026-07-12 13:24:26,2026-07-12 13:40:16,
22,Boys' Shoes,鞋靴,https://www.lazada.sg/catalog?q=Boys%27+Shoes&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\109_Boys'_Shoes,2026-07-12 13:40:46,2026-07-12 13:46:48,Lazada verification or traffic page detected
306,Braces,Braces,https://www.lazada.sg/catalog?q=Braces&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\110_Braces,2026-07-12 13:47:28,2026-07-12 13:58:10,Lazada verification or traffic page detected
307,Brain & Memory,Brain & Memory,https://www.lazada.sg/catalog?q=Brain+%26+Memory&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\111_Brain_&_Memory,2026-07-12 18:52:56,2026-07-12 19:04:39,Lazada verification or traffic page detected
308,Bras,Bras,https://www.lazada.sg/catalog?q=Bras&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\112_Bras,2026-07-12 19:05:16,2026-07-12 19:25:02,Lazada verification or traffic page detected
309,Breakfast & Pastries,Breakfast & Pastries,https://www.lazada.sg/catalog?q=Breakfast+%26+Pastries&from=hp_categories&src=all_channel&price=20-,partial,100,40,39,178,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\113_Breakfast_&_Pastries,2026-07-12 19:25:46,2026-07-12 19:40:43,
730,Breakfast Cereals,Breakfast Cereals,https://www.lazada.sg/catalog?q=Breakfast+Cereals&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\114_Breakfast_Cereals,2026-07-12 19:41:32,2026-07-12 19:42:17,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Breakfast%20Cereals&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
731,Breakfast Cereals & Spreads,Breakfast Cereals & Spreads,https://www.lazada.sg/catalog?q=Breakfast+Cereals+%26+Spreads&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\115_Breakfast_Cereals_&_Spreads,2026-07-12 20:01:07,2026-07-12 20:13:36,Lazada verification or traffic page detected
242,Breast Pump Accessories,配件,https://www.lazada.sg/catalog?q=Breast+Pump+Accessories&from=hp_categories&src=all_channel&price=20-,partial,100,40,39,231,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\116_Breast_Pump_Accessories,2026-07-12 20:23:18,2026-07-12 20:37:30,
310,Breast Pumps,Breast Pumps,https://www.lazada.sg/catalog?q=Breast+Pumps&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\117_Breast_Pumps,2026-07-12 20:38:24,2026-07-12 20:51:45,Lazada verification or traffic page detected
311,Briefs,Briefs,https://www.lazada.sg/catalog?q=Briefs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\118_Briefs,2026-07-12 20:52:50,2026-07-12 21:05:25,Lazada verification or traffic page detected
312,"Brooms, Mops & Sweepers","Brooms, Mops & Sweepers",https://www.lazada.sg/catalog?q=Brooms%2C+Mops+%26+Sweepers&from=hp_categories&src=all_channel&price=20-,partial,100,60,60,257,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\119_Brooms,_Mops_&_Sweepers",2026-07-12 21:49:39,2026-07-12 22:15:56,
313,Building Blocks,Building Blocks,https://www.lazada.sg/catalog?q=Building+Blocks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\120_Building_Blocks,2026-07-12 22:16:37,2026-07-12 22:20:32,Lazada verification or traffic page detected
23,Business Bags,箱包,https://www.lazada.sg/catalog?q=Business+Bags&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,189,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\121_Business_Bags,2026-07-13 22:08:17,2026-07-13 22:19:48,
314,"Butter, Spreads & Margarine","Butter, Spreads & Margarine",https://www.lazada.sg/catalog?q=Butter%2C+Spreads+%26+Margarine&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,35,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\122_Butter,_Spreads_&_Margarine",2026-07-13 22:20:22,2026-07-13 22:32:59,
24,Cables & Converters,Cables & Converters,https://www.lazada.sg/catalog?q=Cables+%26+Converters&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\123_Cables_&_Converters,2026-07-13 22:33:56,2026-07-13 22:37:00,Lazada verification or traffic page detected
315,"Cages, Crates & Doors","Cages, Crates & Doors",https://www.lazada.sg/catalog?q=Cages%2C+Crates+%26+Doors&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\124_Cages,_Crates_&_Doors",2026-07-13 22:37:11,2026-07-13 22:38:02,Lazada verification or traffic page detected
25,Camera Accessories,配件,https://www.lazada.sg/catalog?q=Camera+Accessories&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,310,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\125_Camera_Accessories,2026-07-13 22:38:36,2026-07-13 22:50:29,
26,"Camera Cases, Covers and Bags",箱包,https://www.lazada.sg/catalog?q=Camera+Cases%2C+Covers+and+Bags&from=hp_categories&src=all_channel&price=20-,failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\126_Camera_Cases,_Covers_and_Bags",2026-07-13 22:51:10,2026-07-13 23:01:25,Lazada verification or traffic page detected
316,Camping & Hiking,Camping & Hiking,https://www.lazada.sg/catalog?q=Camping+%26+Hiking&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\127_Camping_&_Hiking,2026-07-13 23:02:40,2026-07-13 23:15:46,Lazada verification or traffic page detected
317,Candles & Candleholders,Candles & Candleholders,https://www.lazada.sg/catalog?q=Candles+%26+Candleholders&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\128_Candles_&_Candleholders,2026-07-13 23:19:44,2026-07-13 23:30:40,Lazada verification or traffic page detected
732,Canned Food,Canned Food,https://www.lazada.sg/catalog?q=Canned+Food&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\129_Canned_Food,2026-07-14 11:54:38,2026-07-14 12:02:15,Lazada verification or traffic page detected
243,Car Accessories,配件,https://www.lazada.sg/catalog?q=Car+Accessories&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,393,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\130_Car_Accessories,2026-07-14 12:27:05,2026-07-14 12:43:37,
244,Car Batteries & Accessories,配件,https://www.lazada.sg/catalog?q=Car+Batteries+%26+Accessories&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,43,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\131_Car_Batteries_&_Accessories,2026-07-14 12:44:09,2026-07-14 12:56:50,
147,Car Cameras,相机,https://www.lazada.sg/catalog?q=Car+Cameras&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\132_Car_Cameras,2026-07-14 12:57:39,2026-07-14 13:00:21,Lazada verification or traffic page detected
318,Car Care,Car Care,https://www.lazada.sg/catalog?q=Car+Care&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,62,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\133_Car_Care,2026-07-14 14:29:05,2026-07-14 14:40:19,
245,Car Electronic Accessories,配件,https://www.lazada.sg/catalog?q=Car+Electronic+Accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\134_Car_Electronic_Accessories,2026-07-14 14:41:15,2026-07-14 14:50:57,Lazada verification or traffic page detected
246,Car Exterior Accessories,配件,https://www.lazada.sg/catalog?q=Car+Exterior+Accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\135_Car_Exterior_Accessories,2026-07-14 15:02:42,2026-07-14 15:07:49,Lazada verification or traffic page detected
247,Car Interior Accessories,配件,https://www.lazada.sg/catalog?q=Car+Interior+Accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\136_Car_Interior_Accessories,2026-07-14 15:16:11,2026-07-14 15:18:22,Lazada verification or traffic page detected
319,Car Oils & Fluids,Car Oils & Fluids,https://www.lazada.sg/catalog?q=Car+Oils+%26+Fluids&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,50,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\137_Car_Oils_&_Fluids,2026-07-14 21:06:39,2026-07-14 21:17:54,
320,Car Parts & Spares,Car Parts & Spares,https://www.lazada.sg/catalog?q=Car+Parts+%26+Spares&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,46,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\138_Car_Parts_&_Spares,2026-07-14 21:18:29,2026-07-14 21:30:01,
321,Car Safety & Security,Car Safety & Security,https://www.lazada.sg/catalog?q=Car+Safety+%26+Security&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\139_Car_Safety_&_Security,2026-07-14 21:30:46,2026-07-14 21:33:13,Lazada verification or traffic page detected
322,Car Seats,Car Seats,https://www.lazada.sg/catalog?q=Car+Seats&from=hp_categories&src=all_channel&price=20-,partial,100,40,29,154,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\140_Car_Seats,2026-07-14 21:50:44,2026-07-14 22:03:11,
27,Car Tools & Equipment,工具,https://www.lazada.sg/catalog?q=Car+Tools+%26+Equipment&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,139,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\141_Car_Tools_&_Equipment,2026-07-14 22:03:51,2026-07-14 22:17:05,
323,Car Tyres & Wheels,Car Tyres & Wheels,https://www.lazada.sg/catalog?q=Car+Tyres+%26+Wheels&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\142_Car_Tyres_&_Wheels,2026-07-14 22:17:42,2026-07-14 22:21:02,Lazada verification or traffic page detected
324,Card Holders,Card Holders,https://www.lazada.sg/catalog?q=Card+Holders&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,307,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\143_Card_Holders,2026-07-14 22:25:02,2026-07-14 22:36:12,
148,Cardio Equipment,Cardio Equipment,https://www.lazada.sg/catalog?q=Cardio+Equipment&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,79,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\144_Cardio_Equipment,2026-07-14 22:36:58,2026-07-14 22:49:45,
325,Casual,Casual,https://www.lazada.sg/catalog?q=Casual&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\145_Casual,2026-07-14 22:50:39,2026-07-14 22:53:20,Lazada verification or traffic page detected
733,Cat Food & Treat,Cat Food & Treat,https://www.lazada.sg/catalog?q=Cat+Food+%26+Treat&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\146_Cat_Food_&_Treat,2026-07-14 22:59:03,2026-07-14 22:59:12,Lazada verification or traffic page detected
326,"Cat Tree, Condo & Scratchers","Cat Tree, Condo & Scratchers",https://www.lazada.sg/catalog?q=Cat+Tree%2C+Condo+%26+Scratchers&from=hp_categories&src=all_channel&price=20-,partial,100,40,30,178,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\147_Cat_Tree,_Condo_&_Scratchers",2026-07-14 22:59:28,2026-07-14 23:11:42,
