序号,shopid,itemid,标题,图片地址,图片地址列表,价格,划线价,折扣,详情,详情图片列表,规格,SKU列表,销量,评分,评分明细,店铺名,店铺地区,api地址,来源页面,详情页URL,详情状态,详情错误,采集时间,原始JSON
1,,1832821276,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Laptop+stands&from=hp_categories&src=all_channel&price=20-,https://www.lazada.sg/products/pdp-i1832821276.html,pending,,,{}
2,,3531603828,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Laptop+stands&from=hp_categories&src=all_channel&price=20-,https://www.lazada.sg/products/pdp-i3531603828.html,pending,,,{}
3,,2966508748,,,[],,,,[],[],[],[],,,,,,,https://www.lazada.sg/catalog?q=Laptop+stands&from=hp_categories&src=all_channel&price=20-,https://www.lazada.sg/products/pdp-i2966508748.html,pending,,,{}
